"task","id","group","session","trial","grips","auc"
"inst",246,"obese","third",9,22,117
"inst",246,"obese","third",10,26,122
"inst",246,"obese","third",11,13,37
"inst",246,"obese","third",12,24,114
"inst",246,"obese","third",13,20,109
"inst",246,"obese","third",14,9,28.5
"inst",246,"obese","third",15,20,94
"inst",246,"obese","third",16,15,82
"inst",246,"obese","third",17,11,37
"inst",246,"obese","third",18,14,61
"inst",246,"obese","third",19,25,151
"inst",246,"obese","third",20,22,147
"inst",246,"obese","third",21,16,79
"inst",246,"obese","third",22,24,108
"inst",246,"obese","third",23,24,116
"inst",246,"obese","third",24,13,46
"inst",248,"obese","third",1,17,145
"inst",248,"obese","third",2,20,177
"inst",248,"obese","third",3,20,177
"inst",248,"obese","third",4,21,153
"inst",248,"obese","third",5,23,168
"inst",248,"obese","third",6,21,145.5
"inst",248,"obese","third",7,20,161
"inst",248,"obese","third",8,22,184
"inst",248,"obese","third",9,21,133
"inst",248,"obese","third",10,22,112
"inst",248,"obese","third",11,20,122
"inst",248,"obese","third",12,21,154
"inst",248,"obese","third",13,22,153
"inst",248,"obese","third",14,20,129.5
"inst",248,"obese","third",15,18,117
"inst",248,"obese","third",16,19,110
"inst",248,"obese","third",17,18,99.5
"inst",248,"obese","third",18,18,98
"inst",248,"obese","third",19,18,97
"inst",248,"obese","third",20,21,122
"inst",248,"obese","third",21,17,73
"inst",248,"obese","third",22,18,119
"inst",248,"obese","third",23,22,174.5
"inst",248,"obese","third",24,21,158
"inst",250,"obese","third",1,24,181
"inst",250,"obese","third",2,13,98
"inst",250,"obese","third",3,14,90
"inst",250,"obese","third",4,14,59
"inst",250,"obese","third",5,8,26
"inst",250,"obese","third",6,10,31
"inst",250,"obese","third",7,14,63.5
"inst",250,"obese","third",8,21,85
"inst",250,"obese","third",9,27,128
"inst",250,"obese","third",10,13,51.5
"inst",250,"obese","third",11,9,37
"inst",250,"obese","third",12,5,17
"inst",250,"obese","third",13,19,128
"inst",250,"obese","third",14,19,85
"inst",250,"obese","third",15,13,60
"inst",250,"obese","third",16,4,21
"inst",250,"obese","third",17,10,33
"inst",250,"obese","third",18,11,50
"inst",250,"obese","third",19,12,58
"inst",250,"obese","third",20,12,44
"inst",250,"obese","third",21,2,4
"inst",250,"obese","third",22,3,4
"inst",250,"obese","third",23,4,14
"inst",250,"obese","third",24,4,18
"inst",251,"obese","third",1,21,154
"inst",251,"obese","third",2,21,188
"inst",251,"obese","third",3,21,198
"inst",251,"obese","third",4,24,197.5
"inst",251,"obese","third",5,23,155
"inst",251,"obese","third",6,23,132
"inst",251,"obese","third",7,22,167
"inst",251,"obese","third",8,19,94
"inst",251,"obese","third",9,24,157
"inst",251,"obese","third",10,24,150
"inst",251,"obese","third",11,27,216.5
"inst",251,"obese","third",12,27,156
"inst",251,"obese","third",13,15,74
"inst",251,"obese","third",14,18,82
"inst",251,"obese","third",15,21,117
"inst",251,"obese","third",16,28,179
"inst",251,"obese","third",17,13,44
"inst",251,"obese","third",18,17,61
"inst",251,"obese","third",19,25,99
"inst",251,"obese","third",20,22,93
"inst",251,"obese","third",21,14,38.5
"inst",251,"obese","third",22,25,135
"inst",251,"obese","third",23,26,152.5
"inst",251,"obese","third",24,25,136
"inst",252,"obese","third",1,24,130.5
"inst",252,"obese","third",2,25,124.5
"inst",252,"obese","third",3,26,142.5
"inst",252,"obese","third",4,27,124
"inst",252,"obese","third",5,26,129
"inst",252,"obese","third",6,25,123
"inst",252,"obese","third",7,26,126
"inst",252,"obese","third",8,26,127.5
"inst",252,"obese","third",9,26,125
"inst",252,"obese","third",10,29,150.5
"inst",252,"obese","third",11,15,44
"inst",252,"obese","third",12,28,193.5
"inst",252,"obese","third",13,21,103.5
"inst",252,"obese","third",14,26,140
"inst",252,"obese","third",15,24,111
"inst",252,"obese","third",16,23,97
"inst",252,"obese","third",17,23,121
"inst",252,"obese","third",18,26,107
"inst",252,"obese","third",19,27,152
"inst",252,"obese","third",20,24,125
"inst",252,"obese","third",21,22,88
"inst",252,"obese","third",22,21,101
"inst",252,"obese","third",23,20,79
"inst",252,"obese","third",24,20,71.5
"inst",253,"obese","third",1,27,208
"inst",253,"obese","third",2,28,208
"inst",253,"obese","third",3,26,190
"inst",253,"obese","third",4,26,179
"inst",253,"obese","third",5,25,150
"inst",253,"obese","third",6,27,206
"inst",253,"obese","third",7,23,150
"inst",253,"obese","third",8,25,198.5
"inst",253,"obese","third",9,25,210
"inst",253,"obese","third",10,25,174.5
"inst",253,"obese","third",11,23,197
"inst",253,"obese","third",12,24,191.5
"inst",253,"obese","third",13,27,218.5
"inst",253,"obese","third",14,25,216
"inst",253,"obese","third",15,27,231.5
"inst",253,"obese","third",16,25,204
"inst",253,"obese","third",17,20,153.5
"inst",253,"obese","third",18,26,216
"inst",253,"obese","third",19,27,206
"inst",253,"obese","third",20,23,153.5
"inst",253,"obese","third",21,24,199.5
"inst",253,"obese","third",22,22,247.5
"inst",253,"obese","third",23,27,198
"inst",253,"obese","third",24,26,218.5
"inst",254,"obese","third",1,17,205.5
"inst",254,"obese","third",2,20,148
"inst",254,"obese","third",3,21,119.5
"inst",254,"obese","third",4,23,129
"inst",254,"obese","third",5,19,100.5
"inst",254,"obese","third",6,20,154
"inst",254,"obese","third",7,22,140
"inst",254,"obese","third",8,20,99
"inst",254,"obese","third",9,15,71
"inst",254,"obese","third",10,19,87
"inst",254,"obese","third",11,23,112
"inst",254,"obese","third",12,19,100
"inst",254,"obese","third",13,20,126.5
"inst",254,"obese","third",14,10,38
"inst",254,"obese","third",15,19,108.5
"inst",254,"obese","third",16,18,122
"inst",254,"obese","third",17,19,105
"inst",254,"obese","third",18,18,93
"inst",254,"obese","third",19,20,143
"inst",254,"obese","third",20,21,134
"inst",254,"obese","third",21,20,130
"inst",254,"obese","third",22,20,112
"inst",254,"obese","third",23,13,68
"inst",254,"obese","third",24,23,118
"inst",256,"obese","third",1,5,36
"inst",256,"obese","third",2,19,111
"inst",256,"obese","third",3,6,37
"inst",256,"obese","third",4,16,111
"inst",256,"obese","third",5,17,95
"inst",256,"obese","third",6,14,95
"inst",256,"obese","third",7,21,146
"inst",256,"obese","third",8,14,109
"inst",256,"obese","third",9,22,165
"inst",256,"obese","third",10,23,142
"inst",256,"obese","third",11,14,95
"inst",256,"obese","third",12,16,120
"inst",256,"obese","third",13,14,97
"inst",256,"obese","third",14,10,72
"inst",256,"obese","third",15,20,171
"inst",256,"obese","third",16,9,76
"inst",256,"obese","third",17,11,81
"inst",256,"obese","third",18,10,86
"inst",256,"obese","third",19,14,118
"inst",256,"obese","third",20,12,90
"inst",256,"obese","third",21,12,73
"inst",256,"obese","third",22,21,123.5
"inst",256,"obese","third",23,10,83
"inst",256,"obese","third",24,9,60
"inst",259,"obese","third",1,20,196
"inst",259,"obese","third",2,20,153.5
"inst",259,"obese","third",3,23,119
"inst",259,"obese","third",4,26,115.5
"inst",259,"obese","third",5,29,169
"inst",259,"obese","third",6,20,98
"inst",259,"obese","third",7,23,146
"inst",259,"obese","third",8,20,84
"inst",259,"obese","third",9,22,97
"inst",259,"obese","third",10,25,141
"inst",259,"obese","third",11,23,99
"inst",259,"obese","third",12,27,123
"inst",259,"obese","third",13,27,127.5
"inst",259,"obese","third",14,18,63
"inst",259,"obese","third",15,29,120.5
"inst",259,"obese","third",16,22,108
"inst",259,"obese","third",17,27,138
"inst",259,"obese","third",18,19,76
"inst",259,"obese","third",19,27,115
"inst",259,"obese","third",20,24,102
"inst",259,"obese","third",21,21,113
"inst",259,"obese","third",22,27,132.5
"inst",259,"obese","third",23,23,103.5
"inst",259,"obese","third",24,21,115
"inst",262,"obese","third",1,21,94
"inst",262,"obese","third",2,21,127
"inst",262,"obese","third",3,9,61
"inst",262,"obese","third",4,15,91
"inst",262,"obese","third",5,11,67
"inst",262,"obese","third",6,11,41
"inst",262,"obese","third",7,8,34
"inst",262,"obese","third",8,3,19
"inst",262,"obese","third",9,2,14
"inst",262,"obese","third",10,7,47
"inst",262,"obese","third",11,6,33
"inst",262,"obese","third",12,8,48
"inst",262,"obese","third",13,5,26
"inst",262,"obese","third",14,6,39
"inst",262,"obese","third",15,17,81
"inst",262,"obese","third",16,4,28
"inst",262,"obese","third",17,6,37
"inst",262,"obese","third",18,2,17
"inst",262,"obese","third",19,8,29
"inst",262,"obese","third",20,2,12
"inst",262,"obese","third",21,9,34
"inst",262,"obese","third",22,2,13
"inst",262,"obese","third",23,0,0
"inst",262,"obese","third",24,0,0
"inst",264,"obese","third",1,28,185
"inst",264,"obese","third",2,25,195
"inst",264,"obese","third",3,18,155.5
"inst",264,"obese","third",4,18,158
"inst",264,"obese","third",5,17,133
"inst",264,"obese","third",6,13,68.5
"inst",264,"obese","third",7,17,147
"inst",264,"obese","third",8,18,128.5
"inst",264,"obese","third",9,15,149
"inst",264,"obese","third",10,17,122.5
"inst",264,"obese","third",11,17,144
"inst",264,"obese","third",12,7,34
"inst",264,"obese","third",13,2,30
"inst",264,"obese","third",14,13,92.5
"inst",264,"obese","third",15,12,99
"inst",264,"obese","third",16,13,96
"inst",264,"obese","third",17,5,26
"inst",264,"obese","third",18,10,51
"inst",264,"obese","third",19,11,81
"inst",264,"obese","third",20,6,39
"inst",264,"obese","third",21,10,47
"inst",264,"obese","third",22,6,49
"inst",264,"obese","third",23,5,30
"inst",264,"obese","third",24,8,55.5
"inst",265,"obese","third",1,15,162
"inst",265,"obese","third",2,22,214.5
"inst",265,"obese","third",3,24,222.5
"inst",265,"obese","third",4,21,201
"inst",265,"obese","third",5,19,137
"inst",265,"obese","third",6,15,79.5
"inst",265,"obese","third",7,21,157
"inst",265,"obese","third",8,22,127
"inst",265,"obese","third",9,21,150
"inst",265,"obese","third",10,19,148
"inst",265,"obese","third",11,20,151.5
"inst",265,"obese","third",12,12,72.5
"inst",265,"obese","third",13,16,99.5
"inst",265,"obese","third",14,13,103.5
"inst",265,"obese","third",15,17,143
"inst",265,"obese","third",16,16,118
"inst",265,"obese","third",17,18,169
"inst",265,"obese","third",18,21,135
"inst",265,"obese","third",19,17,118
"inst",265,"obese","third",20,19,137.5
"inst",265,"obese","third",21,16,89
"inst",265,"obese","third",22,2,12.5
"inst",265,"obese","third",23,9,71
"inst",265,"obese","third",24,2,10
"inst",266,"obese","third",1,6,435.5
"inst",266,"obese","third",2,5,507.5
"inst",266,"obese","third",3,6,452.5
"inst",266,"obese","third",4,7,563.5
"inst",266,"obese","third",5,4,552.5
"inst",266,"obese","third",6,7,525.5
"inst",266,"obese","third",7,6,470.5
"inst",266,"obese","third",8,7,520.5
"inst",266,"obese","third",9,6,554.5
"inst",266,"obese","third",10,8,561.5
"inst",266,"obese","third",11,7,557.5
"inst",266,"obese","third",12,8,503.5
"inst",266,"obese","third",13,8,550.5
"inst",266,"obese","third",14,9,551.5
"inst",266,"obese","third",15,8,555.5
"inst",266,"obese","third",16,10,544.5
"inst",266,"obese","third",17,8,566.5
"inst",266,"obese","third",18,6,562.5
"inst",266,"obese","third",19,6,557.5
"inst",266,"obese","third",20,4,561.5
"inst",266,"obese","third",21,4,561.5
"inst",266,"obese","third",22,5,551.5
"inst",266,"obese","third",23,4,565.5
"inst",266,"obese","third",24,7,564.5
"inst",268,"obese","third",1,6,161.5
"inst",268,"obese","third",2,5,146
"inst",268,"obese","third",3,5,172
"inst",268,"obese","third",4,4,125
"inst",268,"obese","third",5,5,146
"inst",268,"obese","third",6,5,92.5
"inst",268,"obese","third",7,6,159
"inst",268,"obese","third",8,7,133.5
"inst",268,"obese","third",9,6,107
"inst",268,"obese","third",10,6,85
"inst",268,"obese","third",11,7,135
"inst",268,"obese","third",12,6,111
"inst",268,"obese","third",13,6,107
"inst",268,"obese","third",14,6,114
"inst",268,"obese","third",15,7,135.5
"inst",268,"obese","third",16,7,120.5
"inst",268,"obese","third",17,7,133
"inst",268,"obese","third",18,5,116
"inst",268,"obese","third",19,5,111
"inst",268,"obese","third",20,5,111
"inst",268,"obese","third",21,5,136
"inst",268,"obese","third",22,4,85
"inst",268,"obese","third",23,4,71
"inst",268,"obese","third",24,5,94
"inst",269,"obese","third",1,9,64.5
"inst",269,"obese","third",2,15,106
"inst",269,"obese","third",3,20,152
"inst",269,"obese","third",4,18,114
"inst",269,"obese","third",5,10,54
"inst",269,"obese","third",6,13,83.5
"inst",269,"obese","third",7,12,63
"inst",269,"obese","third",8,3,12
"inst",269,"obese","third",9,8,38
"inst",269,"obese","third",10,13,80.5
"inst",269,"obese","third",11,8,37.5
"inst",269,"obese","third",12,18,128
"inst",269,"obese","third",13,11,56
"inst",269,"obese","third",14,9,47
"inst",269,"obese","third",15,12,48.5
"inst",269,"obese","third",16,12,50
"inst",269,"obese","third",17,7,36
"inst",269,"obese","third",18,17,122
"inst",269,"obese","third",19,20,137.5
"inst",269,"obese","third",20,17,110
"inst",269,"obese","third",21,17,105
"inst",269,"obese","third",22,19,115
"inst",269,"obese","third",23,19,103
"inst",269,"obese","third",24,18,129
"inst",270,"obese","third",1,12,69
"inst",270,"obese","third",2,15,79.5
"inst",270,"obese","third",3,15,92.5
"inst",270,"obese","third",4,15,110
"inst",270,"obese","third",5,16,135
"inst",270,"obese","third",6,17,128
"inst",270,"obese","third",7,17,102
"inst",270,"obese","third",8,17,124
"inst",270,"obese","third",9,18,136
"inst",270,"obese","third",10,16,112
"inst",270,"obese","third",11,21,141
"inst",270,"obese","third",12,20,150
"inst",270,"obese","third",13,19,160
"inst",270,"obese","third",14,19,156
"inst",270,"obese","third",15,17,120
"inst",270,"obese","third",16,20,172.5
"inst",270,"obese","third",17,19,155.5
"inst",270,"obese","third",18,19,127.5
"inst",270,"obese","third",19,18,135
"inst",270,"obese","third",20,19,122
"inst",270,"obese","third",21,17,127
"inst",270,"obese","third",22,18,105
"inst",270,"obese","third",23,19,130.5
"inst",270,"obese","third",24,17,105
